%,Turnout,Incumb_Y,State,Cln_name,Year,Terms_in_office,Party_enc,First_name,Seats_up%,Seats_before%,Gender
66.1,233985.0,1,Alabama,Oscar Underwood,1920,1,D,Oscar,0.3617021276595745,0.4895833333333333,M
33.05,233985.0,0,Alabama,Reynolds,1920,0,R,Reynolds,0.30612244897959184,0.5104166666666666,M
0.85,233985.0,0,Alabama,Forsman,1920,0,S,Forsman,0.0,0.0,F
69.27,231960.0,0,Alabama,James Thomas Heflin,1920,0,D,Thomas,0.3617021276595745,0.4895833333333333,M
29.51,231960.0,0,Alabama,Lunsford,1920,0,R,Lunsford,0.30612244897959184,0.5104166666666666,M
1.22,231960.0,0,Alabama,Chichester,1920,0,S,Chichester,0.0,0.0,M
55.17,65062.0,0,Arizona,Ralph Cameron,1920,0,R,Ralph,0.30612244897959184,0.5104166666666666,M
44.83,65062.0,1,Arizona,Marcus Smith,1920,2,D,Marcus,0.3617021276595745,0.4895833333333333,M
65.92,191858.0,0,Arkansas,Thaddeus Caraway,1920,0,D,Thaddeus,0.3617021276595745,0.4895833333333333,M
34.08,191858.0,0,Arkansas,Charles Cole,1920,0,R,Charles,0.30612244897959184,0.5104166666666666,M
49.01,913728.0,0,California,Samuel Shortridge,1920,0,R,Samuel,0.30612244897959184,0.5104166666666666,M
40.67,913728.0,1,California,James Phelan,1920,1,D,James,0.3617021276595745,0.4895833333333333,M
6.32,913728.0,0,California,James Edwards,1920,0,T,James,0.0,0.0,M
4.0,913728.0,0,California,Elvina Beals,1920,0,S,Elvina,0.0,0.0,F
54.52,287173.0,0,California,Samuel Nicholson,1920,0,R,Samuel,0.30612244897959184,0.5104166666666666,M
39.31,287173.0,0,California,Tully Scott,1920,0,D,Tully,0.3617021276595745,0.4895833333333333,M
3.15,287173.0,0,California,Stevens,1920,0,T,Stevens,0.0,0.0,M
3.02,287173.0,1,California,Charles Thomas,1920,2,D,Charles,0.3617021276595745,0.4895833333333333,M
59.36,365188.0,1,Connecticut,Frank Brandegee,1920,2,R,Frank,0.30612244897959184,0.5104166666666666,M
36.1,365188.0,0,Connecticut,Augustine Lonergan,1920,0,D,Augustine,0.3617021276595745,0.4895833333333333,M
2.77,365188.0,0,Connecticut,Martin Plunkett,1920,0,S,Martin,0.0,0.0,M
0.79,365188.0,0,Connecticut,Emil Hohenthal,1920,0,T,Emil,0.0,0.0,M
0.57,365188.0,0,Connecticut,Josephine Bennett,1920,0,T,Josephine,0.0,0.0,F
0.41,365188.0,0,Connecticut,Charles Backofen,1920,0,S,Charles,0.0,0.0,M
69.5,142394.0,1,Florida,Duncan Fletcher,1920,2,D,Duncan,0.3617021276595745,0.4895833333333333,M
26.03,142394.0,0,Florida,John Moses Cheney,1920,0,R,Moses,0.30612244897959184,0.5104166666666666,M
2.48,142394.0,0,Florida,Martin,1920,0,S,Martin,0.0,0.0,M
2.0,142394.0,0,Florida,Klock,1920,0,T,Klock,0.0,0.0,M
94.9,131330.0,0,Florida,Thomas Watson,1920,0,D,Thomas,0.3617021276595745,0.4895833333333333,M
5.1,131330.0,0,Florida,Harry Edwards,1920,0,T,Harry,0.0,0.0,M
54.08,140498.0,0,Idaho,Frank Gooding,1920,0,R,Frank,0.30612244897959184,0.5104166666666666,M
45.92,140498.0,1,Idaho,John Nugent,1920,2,D,John,0.3617021276595745,0.4895833333333333,M
66.83,2067045.0,0,Illinois,William McKinley,1920,0,R,William,0.30612244897959184,0.5104166666666666,M
26.82,2067045.0,0,Illinois,Peter Waller,1920,0,D,Peter,0.3617021276595745,0.4895833333333333,M
3.22,2067045.0,0,Illinois,Gustave Fraenckel,1920,0,S,Gustave,0.0,0.0,M
2.46,2067045.0,0,Illinois,John Fitzpatrick,1920,0,T,John,0.0,0.0,M
0.49,2067045.0,0,Illinois,Frank Vennum,1920,0,T,Frank,0.0,0.0,M
0.15,2067045.0,0,Illinois,Joseph Moody,1920,0,S,Joseph,0.0,0.0,M
0.04,2067045.0,0,Illinois,George Dodd Carrington,1920,0,T,Dodd,0.0,0.0,M
54.57,1249564.0,1,Indiana,James Eli Watson,1920,0,R,Eli,0.30612244897959184,0.5104166666666666,F
41.15,1249564.0,0,Indiana,Thomas Taggart,1920,0,D,Thomas,0.3617021276595745,0.4895833333333333,M
1.87,1249564.0,0,Indiana,Francis Wampler,1920,0,S,Francis,0.0,0.0,M
1.34,1249564.0,0,Indiana,Francis Dillon,1920,0,T,Francis,0.0,0.0,M
1.07,1249564.0,0,Indiana,Culla Bayhinger,1920,0,T,Culla,0.0,0.0,F
61.42,860467.0,1,Iowa,Albert Cummins,1920,2,R,Albert,0.30612244897959184,0.5104166666666666,M
37.42,860467.0,0,Iowa,Claude Porter,1920,0,D,Claude,0.3617021276595745,0.4895833333333333,M
1.05,860467.0,0,Iowa,Cowles,1920,0,T,Cowles,0.0,0.0,M
0.11,860467.0,0,Iowa,Arthur Dowler,1920,0,S,Arthur,0.0,0.0,M
64.01,510932.0,1,Kansas,Charles Curtis,1920,1,R,Charles,0.30612244897959184,0.5104166666666666,M
33.36,510932.0,0,Kansas,George Hodges,1920,0,D,George,0.3617021276595745,0.4895833333333333,M
2.63,510932.0,0,Kansas,Dan Beedy,1920,0,S,Dan,0.0,0.0,M
50.28,903470.0,0,Kentucky,Richard Ernst,1920,0,R,Richard,0.30612244897959184,0.5104166666666666,M
49.72,903470.0,1,Kentucky,Beckham,1920,0,D,Beckham,0.3617021276595745,0.4895833333333333,M
47.29,391210.0,0,Kentucky,Ovington Weller,1920,0,R,Ovington,0.30612244897959184,0.5104166666666666,
43.25,391210.0,1,Kentucky,John Walter Smith,1920,0,D,Walter,0.3617021276595745,0.4895833333333333,M
5.46,391210.0,0,Kentucky,Iverson,1920,0,I,Iverson,0.0,0.0,M
1.68,391210.0,0,Kentucky,William Toole,1920,0,S,William,0.0,0.0,M
1.67,391210.0,0,Kentucky,William Hawkins,1920,0,I,William,0.0,0.0,M
0.66,391210.0,0,Kentucky,Frank H .Lang,1920,0,T,Frank,0.0,0.0,M
53.65,1325494.0,1,Missouri,Selden Spencer,1920,1,R,Selden,0.30612244897959184,0.5104166666666666,F
44.47,1325494.0,0,Missouri,Breckinridge Long,1920,0,D,Breckinridge,0.3617021276595745,0.4895833333333333,
1.51,1325494.0,0,Missouri,Elias Hidges,1920,0,S,Elias,0.0,0.0,M
0.24,1325494.0,0,Missouri,Mallett,1920,0,T,Mallett,0.0,0.0,
0.13,1325494.0,0,Missouri,Trudell,1920,0,S,Trudell,0.0,0.0,F
42.11,27427.0,0,Nevada,Tasker Oddie,1920,0,R,Tasker,0.30612244897959184,0.5104166666666666,M
37.93,27427.0,1,Nevada,Charles Henderson,1920,1,D,Charles,0.3617021276595745,0.4895833333333333,M
18.16,27427.0,0,Nevada,Anne Henrietta Martin,1920,0,I,Henrietta,0.0,0.0,F
1.8,27427.0,0,Nevada,James Jepson,1920,0,S,James,0.0,0.0,M
57.72,156215.0,1,New_Hampshire,George Moses,1920,1,R,George,0.30612244897959184,0.5104166666666666,M
41.63,156215.0,0,New_Hampshire,Raymond Bartlett Stevens,1920,0,D,Bartlett,0.3617021276595745,0.4895833333333333,M
0.64,156215.0,0,New_Hampshire,William Wilkins,1920,0,S,William,0.0,0.0,M
52.36,2739237.0,1,New_Hampshire,James Wolcott Wadsworth,1920,0,R,Wolcott,0.30612244897959184,0.5104166666666666,
32.9,2739237.0,0,New_Hampshire,Harry Walker,1920,0,D,Harry,0.3617021276595745,0.4895833333333333,M
7.6,2739237.0,0,New_Hampshire,Jacob Panken,1920,0,S,Jacob,0.0,0.0,M
5.83,2739237.0,0,New_Hampshire,Ella Boole,1920,0,T,Ella,0.0,0.0,F
1.02,2739237.0,0,New_Hampshire,Rose Schneiderman,1920,0,T,Rose,0.0,0.0,F
0.29,2739237.0,0,New_Hampshire,Harry Carlson,1920,0,S,Harry,0.0,0.0,M
57.52,539847.0,1,North_Carolina,Lee Slater Overman,1920,0,D,Slater,0.3617021276595745,0.4895833333333333,M
42.48,539847.0,0,North_Carolina,Holton,1920,0,R,Holton,0.30612244897959184,0.5104166666666666,M
59.61,219109.0,0,North_Carolina,Edwin Ladd,1920,0,R,Edwin,0.30612244897959184,0.5104166666666666,M
40.39,219109.0,0,North_Carolina,Perry,1920,0,D,Perry,0.3617021276595745,0.4895833333333333,M
59.1,1920250.0,0,Ohio,Frank Willis,1920,0,R,Frank,0.30612244897959184,0.5104166666666666,M
40.76,1920250.0,0,Ohio,William Alexander Julian,1920,0,D,Alexander,0.3617021276595745,0.4895833333333333,M
0.14,1920250.0,0,Ohio,Henry Strong,1920,0,I,Henry,0.0,0.0,M
50.64,489166.0,0,Oklahoma,John Harreld,1920,0,R,John,0.30612244897959184,0.5104166666666666,M
44.52,489166.0,0,Oklahoma,Scott Ferris,1920,0,D,Scott,0.3617021276595745,0.4895833333333333,M
4.84,489166.0,0,Oklahoma,Bagwell,1920,0,S,Bagwell,0.0,0.0,M
50.73,230016.0,0,Oregon,Robert Stanfield,1920,0,R,Robert,0.30612244897959184,0.5104166666666666,M
43.53,230016.0,1,Oregon,George Earle Chamberlain,1920,0,D,Earle,0.3617021276595745,0.4895833333333333,M
3.02,230016.0,0,Oregon,Albert Slaughter,1920,0,S,Albert,0.0,0.0,M
1.94,230016.0,0,Oregon,Thomas Hayes,1920,0,I,Thomas,0.0,0.0,M
0.77,230016.0,0,Oregon,Svenson,1920,0,T,Svenson,0.0,0.0,M
59.94,1781843.0,1,Pennsylvania,Boies Penrose,1920,2,R,Boies,0.30612244897959184,0.5104166666666666,M
27.18,1781843.0,0,Pennsylvania,John Farrell,1920,0,D,John,0.3617021276595745,0.4895833333333333,M
7.44,1781843.0,0,Pennsylvania,Leah Cobb Marion,1920,0,T,Cobb,0.0,0.0,M
3.78,1781843.0,0,Pennsylvania,Birch Wilson,1920,0,S,Birch,0.0,0.0,M
1.54,1781843.0,0,Pennsylvania,Robert Wheeler,1920,0,T,Robert,0.0,0.0,M
0.12,1781843.0,0,Pennsylvania,Joseph Jennings,1920,0,T,Joseph,0.0,0.0,M
0.0,1781843.0,0,Pennsylvania,Scattering,1920,0,T,Scattering,0.0,0.0,M
100.0,64389.0,1,South_Carolina,Ellison Smith,1920,2,D,Ellison,0.3617021276595745,0.4895833333333333,M
0.0,64389.0,0,South_Carolina,George Warren,1920,0,I,George,0.0,0.0,M
50.1,184179.0,0,South_Dakota,Peter Norbeck,1920,0,R,Peter,0.30612244897959184,0.5104166666666666,M
24.06,184179.0,0,South_Dakota,Tom Ayres,1920,0,I,Tom,0.0,0.0,M
20.0,184179.0,0,South_Dakota,Cherry,1920,0,D,Cherry,0.3617021276595745,0.4895833333333333,F
5.45,184179.0,0,South_Dakota,Richard Olsen Richards,1920,0,I,Olsen,0.0,0.0,M
0.4,184179.0,0,South_Dakota,Manbeck,1920,0,I,Manbeck,0.0,0.0,
56.57,145958.0,1,Utah,Reed Smoot,1920,2,R,Reed,0.30612244897959184,0.5104166666666666,M
38.56,145958.0,0,Utah,Milton Welling,1920,0,D,Milton,0.3617021276595745,0.4895833333333333,M
4.87,145958.0,0,Utah,Alex Beven,1920,0,S,Alex,0.0,0.0,M
78.02,89271.0,1,Vermont,William Dillingham,1920,2,R,William,0.30612244897959184,0.5104166666666666,M
21.93,89271.0,0,Vermont,Howard Shaw,1920,0,D,Howard,0.3617021276595745,0.4895833333333333,M
0.05,89271.0,0,Vermont,Scattering,1920,0,T,Scattering,0.0,0.0,M
91.31,202222.0,1,Virginia,Carter Glass,1920,1,D,Carter,0.3617021276595745,0.4895833333333333,M
8.69,202222.0,0,Virginia,Pollard,1920,0,R,Pollard,0.30612244897959184,0.5104166666666666,M
56.4,384866.0,1,Washington,Wesley Livsey Jones,1920,0,R,Livsey,0.30612244897959184,0.5104166666666666,M
25.8,384866.0,0,Washington,France,1920,0,T,France,0.0,0.0,F
17.8,384866.0,0,Washington,George Cotterill,1920,0,D,George,0.3617021276595745,0.4895833333333333,M
41.58,677152.0,1,Washington,Irvine Lenroot,1920,1,R,Irvine,0.30612244897959184,0.5104166666666666,M
34.71,677152.0,0,Washington,James Thompson,1920,0,I,James,0.0,0.0,M
13.18,677152.0,0,Washington,Paul Samuel Reinsch,1920,0,D,Samuel,0.3617021276595745,0.4895833333333333,M
9.77,677152.0,0,Washington,Frank Weber,1920,0,S,Frank,0.0,0.0,M
0.75,677152.0,0,Washington,Clyde Mead,1920,0,T,Clyde,0.0,0.0,M
0.0,677152.0,0,Washington,Scattering,1920,0,T,Scattering,0.0,0.0,M
65.03,61080.0,1,Arizona,Henry Ashurst,1922,2,D,Henry,0.4166666666666667,0.375,M
34.97,61080.0,0,Arizona,James McClintock,1922,0,R,James,0.2833333333333333,0.625,M
62.17,907900.0,1,California,Hiram Johnson,1922,1,R,Hiram,0.2833333333333333,0.625,M
23.76,907900.0,0,California,William Pearson,1922,0,D,William,0.4166666666666667,0.375,M
7.79,907900.0,0,California,Clay Needham,1922,0,I,Clay,0.0,0.0,M
6.28,907900.0,0,California,Upton Sinclair,1922,0,S,Upton,0.0,0.0,M
52.49,322961.0,1,Connecticut,George McLean,1922,2,R,George,0.2833333333333333,0.625,M
45.6,322961.0,0,Connecticut,Thomas Spellacy,1922,0,D,Thomas,0.4166666666666667,0.375,M
1.91,322961.0,0,Connecticut,Isadore Polsky,1922,0,S,Isadore,0.0,0.0,M
49.65,74429.0,0,Connecticut,Thomas Bayard,1922,0,D,Thomas,0.4166666666666667,0.375,M
49.57,74429.0,1,Delaware,Coleman du Pont,1922,2,R,Coleman,0.2833333333333333,0.625,M
0.78,74429.0,0,Delaware,Frank Stephens,1922,0,T,Frank,0.0,0.0,M
49.81,74891.0,0,Delaware,Thomas Bayard,1922,0,D,Thomas,0.4166666666666667,0.375,M
49.38,74891.0,1,Delaware,Coleman du Pont,1922,2,R,Coleman,0.2833333333333333,0.625,M
0.81,74891.0,0,Delaware,Frank Stephens,1922,0,T,Frank,0.0,0.0,M
88.27,51781.0,1,Florida,Park Trammell,1922,1,D,Park,0.4166666666666667,0.375,M
11.73,51781.0,0,Florida,Lawson,1922,0,I,Lawson,0.0,0.0,M
51.55,1082727.0,0,Florida,Samuel Ralston,1922,0,D,Samuel,0.4166666666666667,0.375,M
48.45,1082727.0,0,Florida,Albert Beveridge,1922,0,R,Albert,0.2833333333333333,0.625,M
63.11,617584.0,0,Iowa,Smith Brookhart,1922,0,R,Smith,0.2833333333333333,0.625,M
36.89,617584.0,0,Iowa,Clyde Herring,1922,0,D,Clyde,0.4166666666666667,0.375,M
57.5,175686.0,1,Maine,Frederick Hale,1922,1,R,Frederick,0.2833333333333333,0.625,M
42.5,175686.0,0,Maine,Oakley Curtis,1922,0,D,Oakley,0.4166666666666667,0.375,M
52.61,305916.0,0,Maryland,William Cabell Bruce,1922,0,D,Cabell,0.4166666666666667,0.375,M
45.63,305916.0,1,Maryland,Joseph France,1922,1,R,Joseph,0.2833333333333333,0.625,M
0.95,305916.0,0,Maryland,Robert Long,1922,0,T,Robert,0.0,0.0,M
0.81,305916.0,0,Maryland,James Smiley,1922,0,S,James,0.0,0.0,M
47.59,870148.0,1,Massachusetts,Henry Cabot Lodge,1922,2,R,Cabot,0.2833333333333333,0.625,M
46.75,870148.0,0,Massachusetts,William Gaston,1922,0,D,William,0.4166666666666667,0.375,M
2.86,870148.0,0,Massachusetts,John Nichols,1922,0,T,John,0.0,0.0,M
1.34,870148.0,0,Massachusetts,John Weaver Sherman,1922,0,S,Weaver,0.0,0.0,M
0.9,870148.0,0,Massachusetts,Washington Cook,1922,0,I,Washington,0.0,0.0,M
0.56,870148.0,0,Massachusetts,William Weeks,1922,0,T,William,0.0,0.0,M
50.59,582960.0,0,Massachusetts,Woodbridge Nathan Ferris,1922,0,D,Nathan,0.4166666666666667,0.375,M
48.35,582960.0,1,Michigan,Charles Townsend,1922,2,R,Charles,0.2833333333333333,0.625,M
0.73,582960.0,0,Michigan,William Krieghoff,1922,0,S,William,0.0,0.0,M
0.33,582960.0,0,Michigan,Frank Titus,1922,0,T,Frank,0.0,0.0,M
47.1,690829.0,0,Minnesota,Henrik Shipstead,1922,0,T,Henrik,0.0,0.0,M
35.01,690829.0,1,Minnesota,Frank Kellogg,1922,1,R,Frank,0.2833333333333333,0.625,M
17.9,690829.0,0,Minnesota,Anna Dickie Olesen,1922,0,D,Dickie,0.4166666666666667,0.375,M
92.84,68544.0,0,Mississippi,Hubert Stephens,1922,0,D,Hubert,0.4166666666666667,0.375,M
5.3,68544.0,0,Mississippi,John Cook,1922,0,R,John,0.2833333333333333,0.625,M
1.86,68544.0,0,Mississippi,Sumner Rose,1922,0,S,Sumner,0.0,0.0,M
51.85,976362.0,1,Missouri,James Reed,1922,2,D,James,0.4166666666666667,0.375,M
47.32,976362.0,0,Missouri,Brewster,1922,0,R,Brewster,0.2833333333333333,0.625,M
0.73,976362.0,0,Missouri,Brandt,1922,0,S,Brandt,0.0,0.0,M
0.1,976362.0,0,Missouri,William Wesley Cox,1922,0,S,Wesley,0.0,0.0,M
55.57,158737.0,1,Montana,Burton Wheeler,1922,0,D,Burton,0.4166666666666667,0.375,M
43.76,158737.0,0,Montana,Carl Riddick,1922,0,R,Carl,0.2833333333333333,0.625,M
0.67,158737.0,0,Montana,George Ambrose,1922,0,S,George,0.0,0.0,M
56.84,387691.0,0,Nebraska,Robert Howell,1922,0,R,Robert,0.2833333333333333,0.625,M
38.24,387691.0,1,Nebraska,Gilbert Hitchcock,1922,1,D,Gilbert,0.4166666666666667,0.375,M
4.92,387691.0,0,Nebraska,James Beebe,1922,0,T,James,0.0,0.0,M
63.04,28871.0,1,Nevada,Key Pittman,1922,2,D,Key,0.4166666666666667,0.375,M
36.96,28871.0,0,Nevada,Charles Chandler,1922,0,R,Charles,0.2833333333333333,0.625,M
55.47,814531.0,0,New_Jersey,Edward Edwards,1922,0,D,Edward,0.4166666666666667,0.375,M
44.53,814531.0,1,New_Jersey,Joseph Frelinghuysen,1922,1,R,Joseph,0.2833333333333333,0.625,M
55.58,109690.0,1,New_Mexico,Andrieus Jones,1922,1,D,Andrieus,0.4166666666666667,0.375,
44.42,109690.0,0,New_Mexico,"Stephen Davis,",1922,0,R,Stephen,0.2833333333333333,0.625,M
52.6,2427133.0,0,New_York,Royal Copeland,1922,0,D,Royal,0.4166666666666667,0.375,M
41.01,2427133.0,1,New_York,William Calder,1922,1,R,William,0.2833333333333333,0.625,M
4.86,2427133.0,0,New_York,Algernon Lee,1922,0,S,Algernon,0.0,0.0,M
1.32,2427133.0,0,New_York,Coleridge Hart,1922,0,T,Coleridge,0.0,0.0,M
0.21,2427133.0,0,New_York,Henry Kuhn,1922,0,S,Henry,0.0,0.0,M
52.28,193776.0,0,North_Dakota,Lynn Frazier,1922,0,R,Lynn,0.2833333333333333,0.625,F
47.72,193776.0,0,North_Dakota,James Francis Thaddeus O'Connor,1922,0,D,Thaddeus,0.4166666666666667,0.375,M
50.9,1560231.0,0,Ohio,Simeon Fess,1922,0,R,Simeon,0.2833333333333333,0.625,M
47.72,1560231.0,1,Ohio,Atlee Pomerene,1922,2,D,Atlee,0.4166666666666667,0.375,M
1.38,1560231.0,0,Ohio,Virginia Green,1922,0,I,Virginia,0.0,0.0,F
86.15,998860.0,1,Pennsylvania,David Reed,1922,2,R,David,0.2833333333333333,0.625,M
6.05,998860.0,0,Pennsylvania,Rachel Robinson,1922,0,T,Rachel,0.0,0.0,F
5.58,998860.0,0,Pennsylvania,William Van Essen,1922,0,S,Van,0.0,0.0,M
2.2,998860.0,0,Pennsylvania,Thomas Davis,1922,0,T,Thomas,0.0,0.0,M
0.03,998860.0,0,Pennsylvania,Scattering,1922,0,T,Scattering,0.0,0.0,M
55.61,1442485.0,1,Pennsylvania,David Reed,1922,2,R,David,0.2833333333333333,0.625,M
30.13,1442485.0,0,Pennsylvania,Samuel Schull,1922,0,D,Samuel,0.4166666666666667,0.375,M
8.82,1442485.0,0,Pennsylvania,William Burke,1922,0,T,William,0.0,0.0,M
2.91,1442485.0,0,Pennsylvania,Rachel Robinson,1922,0,T,Rachel,0.0,0.0,F
2.29,1442485.0,0,Pennsylvania,Charles Sehl,1922,0,S,Charles,0.0,0.0,M
0.25,1442485.0,0,Pennsylvania,Charles Schoales,1922,0,T,Charles,0.0,0.0,M
0.0,1442485.0,0,Pennsylvania,Scattering,1922,0,T,Scattering,0.0,0.0,M
57.6,1422856.0,1,Pennsylvania,George Pepper,1922,1,R,George,0.2833333333333333,0.625,M
32.91,1422856.0,0,Pennsylvania,Fred Kerr,1922,0,D,Fred,0.4166666666666667,0.375,M
4.01,1422856.0,0,Pennsylvania,Earl Thompson,1922,0,T,Earl,0.0,0.0,M
2.7,1422856.0,0,Pennsylvania,William Van Essen,1922,0,S,Van,0.0,0.0,M
2.4,1422856.0,0,Pennsylvania,Frank Lewis,1922,0,T,Frank,0.0,0.0,M
0.38,1422856.0,0,Pennsylvania,James Robinson,1922,0,T,James,0.0,0.0,M
52.17,158889.0,1,Rhode_Island,Peter Gerry,1922,1,D,Peter,0.4166666666666667,0.375,M
43.38,158889.0,0,Rhode_Island,Robert Livingston Beeckman,1922,0,R,Livingston,0.2833333333333333,0.625,M
3.84,158889.0,0,Rhode_Island,James Matthews,1922,0,S,James,0.0,0.0,M
0.61,158889.0,0,Rhode_Island,James Bartholomew,1922,0,T,James,0.0,0.0,M
68.03,222723.0,1,Tennessee,Kenneth McKellar,1922,1,D,Kenneth,0.4166666666666667,0.375,M
31.97,222723.0,0,Tennessee,Newell Sanders,1922,0,R,Newell,0.2833333333333333,0.625,M
66.9,395004.0,0,Texas,Earle Bradford Mayfield,1922,0,D,Bradford,0.4166666666666667,0.375,M
33.1,395004.0,0,Texas,George Peddy,1922,0,R,George,0.2833333333333333,0.625,M
48.63,120812.0,1,Utah,William King,1922,1,D,William,0.4166666666666667,0.375,M
48.16,120812.0,0,Utah,Ernest Bamberger,1922,0,R,Ernest,0.2833333333333333,0.625,M
3.21,120812.0,0,Utah,Charles Stoney,1922,0,S,Charles,0.0,0.0,M
69.04,69044.0,1,Vermont,Frank Greene,1922,0,R,Frank,0.2833333333333333,0.625,M
30.96,69044.0,0,Vermont,William Mayo,1922,0,D,William,0.4166666666666667,0.375,M
71.88,161923.0,1,Vermont,Claude Swanson,1922,2,D,Claude,0.4166666666666667,0.375,M
26.5,161923.0,0,Vermont,.W McGavock,1922,0,R,.W McGavock,0.2833333333333333,0.625,
1.62,161923.0,0,Vermont,Matt Lewis,1922,0,I,Matt,0.0,0.0,M
44.27,294469.0,0,Washington,Clarence Dill,1922,0,D,Clarence,0.4166666666666667,0.375,M
42.93,294469.0,1,Washington,Miles Poindexter,1922,2,R,Miles,0.2833333333333333,0.625,M
12.0,294469.0,0,Washington,James Duncan,1922,0,T,James,0.0,0.0,M
0.65,294469.0,0,Washington,David Burgess,1922,0,S,David,0.0,0.0,M
0.16,294469.0,0,Washington,Frans Bostrom,1922,0,T,Frans,0.0,0.0,M
51.15,388794.0,0,West_Virginia,Matthew Neely,1922,0,D,Matthew,0.4166666666666667,0.375,M
47.59,388794.0,1,West_Virginia,Howard Sutherland,1922,1,R,Howard,0.2833333333333333,0.625,M
1.26,388794.0,0,West_Virginia,Holt,1922,0,S,Holt,0.0,0.0,M
80.67,470433.0,1,Wisconsin,Robert La Follette,1922,1,R,La,0.2833333333333333,0.625,F
16.59,470433.0,0,Wisconsin,Jessie Jack Hooper,1922,0,I,Jack,0.0,0.0,M
2.39,470433.0,0,Wisconsin,Adolph Buckman,1922,0,T,Adolph,0.0,0.0,M
0.35,470433.0,0,Wisconsin,Richard Koeppel,1922,0,I,Richard,0.0,0.0,M
56.74,62973.0,1,Wyoming,John Kendrick,1922,1,D,John,0.4166666666666667,0.375,M
42.28,62973.0,0,Wyoming,Frank Wheeler Mondell,1922,0,R,Wheeler,0.2833333333333333,0.625,M
0.97,62973.0,0,Wyoming,Guthrie,1922,0,S,Guthrie,0.0,0.0,M
79.52,194378.0,1,Alabama,James Thomas Heflin,1924,0,D,Thomas,0.32558139534883723,0.4479166666666667,M
20.48,194378.0,0,Alabama,Frank Lathrop,1924,0,R,Frank,0.3333333333333333,0.53125,M
73.52,136571.0,1,Arkansas,Joseph Taylor Robinson,1924,0,D,Taylor,0.32558139534883723,0.4479166666666667,M
26.48,136571.0,0,Arkansas,Charles Cole,1924,0,R,Charles,0.3333333333333333,0.53125,M
50.17,317621.0,0,Colorado,Rice Means,1924,0,R,Rice,0.3333333333333333,0.53125,M
43.67,317621.0,0,Colorado,Morrison Shafroth,1924,0,D,Morrison,0.32558139534883723,0.4479166666666667,M
5.52,317621.0,0,Colorado,Charles Philip,1924,0,I,Charles,0.0,0.0,M
0.63,317621.0,0,Colorado,Clyde Robinson,1924,0,I,Clyde,0.0,0.0,M
50.19,318169.0,1,Colorado,Lawrence Phipps,1924,1,R,Lawrence,0.3333333333333333,0.53125,M
43.89,318169.0,1,Colorado,Alva Adams,1924,1,D,Alva,0.32558139534883723,0.4479166666666667,F
5.04,318169.0,0,Colorado,Morton Alexander,1924,0,I,Morton,0.0,0.0,M
0.5,318169.0,0,Colorado,Elwood Hillis,1924,0,I,Elwood,0.0,0.0,M
0.38,318169.0,0,Colorado,James Albert Ayres,1924,0,I,Albert,0.0,0.0,M
60.35,186232.0,0,Connecticut,Hiram Bingham III,1924,0,R,Bingham,0.3333333333333333,0.53125,M
38.59,186232.0,0,Connecticut,Hamilton Holt,1924,0,D,Hamilton,0.32558139534883723,0.4479166666666667,M
1.05,186232.0,0,Connecticut,Martin Plunkett,1924,0,S,Martin,0.0,0.0,M
59.37,88816.0,0,Delaware,Coleman du Pont,1924,0,R,Coleman,0.3333333333333333,0.53125,M
40.63,88816.0,0,Delaware,James Tunnell,1924,0,D,James,0.32558139534883723,0.4479166666666667,M
79.5,125599.0,1,Idaho,William Borah,1924,1,R,William,0.3333333333333333,0.53125,M
20.06,125599.0,0,Idaho,Frank Martin,1924,0,D,Frank,0.32558139534883723,0.4479166666666667,M
0.44,125599.0,0,Idaho,Eugene Gary,1924,0,S,Eugene,0.0,0.0,M
63.54,2280847.0,0,Illinois,Charles Deneen,1924,0,R,Charles,0.3333333333333333,0.53125,M
35.37,2280847.0,0,Illinois,Albert Sprague,1924,0,D,Albert,0.32558139534883723,0.4479166666666667,M
0.82,2280847.0,0,Illinois,George Koop,1924,0,S,George,0.0,0.0,M
0.13,2280847.0,0,Illinois,Albert Wirth,1924,0,S,Albert,0.0,0.0,M
0.11,2280847.0,0,Illinois,Louis Engdahl,1924,0,T,Louis,0.5,0.02083333333333333,M
0.02,2280847.0,0,Illinois,Lewis Spaulding,1924,0,T,Lewis,0.5,0.02083333333333333,M
0.02,2280847.0,0,Illinois,Parke Longworth,1924,0,I,Parke,0.0,0.0,M
49.55,896347.0,1,Iowa,Smith Brookhart,1924,1,R,Smith,0.3333333333333333,0.53125,M
49.86,896347.0,0,Iowa,Daniel Steck,1924,0,D,Daniel,0.32558139534883723,0.4479166666666667,M
0.13,896347.0,0,Iowa,Luther Brewer,1924,0,T,Luther,0.5,0.02083333333333333,M
0.06,896347.0,0,Iowa,Eickelberg,1924,0,I,Eickelberg,0.0,0.0,F
0.0,896347.0,0,Iowa,Scattering,1924,0,T,Scattering,0.5,0.02083333333333333,M
70.1,611289.0,1,Kansas,Arthur Capper,1924,1,R,Arthur,0.3333333333333333,0.53125,M
25.22,611289.0,0,Kansas,James Malone,1924,0,D,James,0.32558139534883723,0.4479166666666667,M
3.81,611289.0,0,Kansas,Fred Farley,1924,0,I,Fred,0.0,0.0,M
0.87,611289.0,0,Kansas,Coble,1924,0,S,Coble,0.0,0.0,
