%,Turnout,Incumb_Y,State,Cln_name,Year,Terms_in_office,Party_enc,First_name,Seats_up%,Seats_before%,Gender
0.09,921949.0,0,Wisconsin,Theodore Lee,1934,0,T,Theodore,1.0,0.010416666666666666,M
0.0,921949.0,0,Wisconsin,Scattering,1934,0,T,Scattering,1.0,0.010416666666666666,M
56.62,95026.0,1,Wyoming,Joseph O'Mahoney,1934,2,D,Joseph,0.2333333333333333,0.625,M
42.96,95026.0,0,Wyoming,Vincent Carter,1934,0,R,Vincent,0.4857142857142857,0.3645833333333333,M
0.42,95026.0,0,Wyoming,Joseph Lunn,1934,0,S,Joseph,0.0,0.0,M
56.88,94684.0,1,Wyoming,Joseph O'Mahoney,1934,2,D,Joseph,0.2333333333333333,0.625,M
43.12,94684.0,0,Wyoming,Vincent Carter,1934,0,R,Vincent,0.4857142857142857,0.3645833333333333,M
87.02,275252.0,1,Alabama,John Bankhead II,1936,1,D,Bankhead,0.2753623188405797,0.7340425531914894,M
12.24,275252.0,0,Alabama,Berkstresser,1936,0,R,Berkstresser,0.5,0.23404255319148934,
0.73,275252.0,0,Alabama,William Irby,1936,0,I,William,0.0,0.0,M
0.0,275252.0,0,Alabama,Sam Powe,1936,0,I,Sam,0.0,0.0,M
84.08,184199.0,1,Arkansas,Joseph Taylor Robinson,1936,1,D,Taylor,0.2753623188405797,0.7340425531914894,M
15.06,184199.0,0,Arkansas,Ledbetter,1936,0,R,Ledbetter,0.5,0.23404255319148934,M
0.86,184199.0,0,Arkansas,Claude Williams,1936,0,I,Claude,0.0,0.0,M
63.45,471827.0,0,Colorado,Edwin Johnson,1936,0,D,Edwin,0.2753623188405797,0.7340425531914894,M
35.25,471827.0,0,Colorado,Raymond Sauter,1936,0,R,Raymond,0.5,0.23404255319148934,M
0.94,471827.0,0,Colorado,Carle Whithead,1936,0,S,Carle,0.0,0.0,M
0.36,471827.0,0,Colorado,George Carleton,1936,0,T,George,0.5,0.031914893617021274,M
52.97,126738.0,0,Delaware,James Hughes,1936,0,D,James,0.2753623188405797,0.7340425531914894,M
41.4,126738.0,1,Delaware,Daniel Hastings,1936,2,R,Daniel,0.5,0.23404255319148934,M
5.44,126738.0,0,Delaware,Robert Houston,1936,0,I,Robert,0.0,0.0,M
0.14,126738.0,0,Delaware,Charles Perry,1936,0,S,Charles,0.0,0.0,M
0.04,126738.0,0,Delaware,William Daviatis,1936,0,T,William,0.5,0.031914893617021274,M
81.9,298544.0,0,Florida,Charles Andrews,1936,0,D,Charles,0.2753623188405797,0.7340425531914894,M
19.1,298544.0,0,Florida,Howard Babcock,1936,0,R,Howard,0.5,0.23404255319148934,M
63.36,203167.0,1,Idaho,William Borah,1936,3,R,William,0.5,0.23404255319148934,M
36.64,203167.0,0,Idaho,Ben Ross,1936,0,D,Ben,0.2753623188405797,0.7340425531914894,M
56.47,3794664.0,1,Illinois,Hamilton Lewis,1936,2,D,Hamilton,0.2753623188405797,0.7340425531914894,M
40.72,3794664.0,0,Illinois,Otis Glenn,1936,0,R,Otis,0.5,0.23404255319148934,M
2.47,3794664.0,0,Illinois,Newton Jenkins,1936,0,I,Newton,0.0,0.0,M
0.2,3794664.0,0,Illinois,Arthur McDowell,1936,0,I,Arthur,0.0,0.0,M
0.09,3794664.0,0,Illinois,Adah Hagler,1936,0,I,Adah,0.0,0.0,M
0.06,3794664.0,0,Illinois,Frank Schnur,1936,0,I,Frank,0.0,0.0,M
50.34,1071716.0,0,Iowa,Clyde Herring,1936,0,D,Clyde,0.2753623188405797,0.7340425531914894,M
46.99,1071716.0,1,Iowa,Lester Dickinson,1936,1,R,Lester,0.5,0.23404255319148934,M
2.39,1071716.0,0,Iowa,George Buresch,1936,0,T,George,0.5,0.031914893617021274,M
0.16,1071716.0,0,Iowa,John Hammond,1936,0,T,John,0.5,0.031914893617021274,M
0.12,1071716.0,0,Iowa,Laetitia Conrad,1936,0,S,Laetitia,0.0,0.0,F
51.63,809333.0,1,Kansas,Arthur Capper,1936,3,R,Arthur,0.5,0.23404255319148934,M
47.78,809333.0,0,Kansas,Omar Ketchum,1936,0,D,Omar,0.2753623188405797,0.7340425531914894,M
0.59,809333.0,0,Kansas,Hager,1936,0,S,Hager,0.0,0.0,F
58.8,918339.0,1,Kentucky,Logan,1936,1,D,Logan,0.2753623188405797,0.7340425531914894,M
39.84,918339.0,0,Kentucky,Robert Lucas,1936,0,R,Robert,0.5,0.23404255319148934,M
1.28,918339.0,0,Kentucky,William Likins,1936,0,T,William,0.5,0.031914893617021274,M
0.06,918339.0,0,Kentucky,Sandefer,1936,0,S,Sandefer,0.0,0.0,
0.03,918339.0,0,Kentucky,Ferdinand Zimmerer,1936,0,S,Ferdinand,0.0,0.0,M
100.0,293263.0,1,Louisiana,Allen Ellender,1936,0,D,Allen,0.2753623188405797,0.7340425531914894,M
0.0,293263.0,0,Louisiana,Scattering,1936,0,T,Scattering,0.5,0.031914893617021274,M
48.53,1803674.0,0,Louisiana,"Henry Cabot Lodge,",1936,0,R,Cabot,0.5,0.23404255319148934,M
41.02,1803674.0,0,Louisiana,James Michael Curley,1936,0,D,Michael,0.2753623188405797,0.7340425531914894,M
7.44,1803674.0,0,Louisiana,Thomas O'Brien,1936,0,T,Thomas,0.5,0.031914893617021274,M
0.64,1803674.0,0,Louisiana,Alonzo Cook,1936,0,T,Alonzo,0.5,0.031914893617021274,M
0.55,1803674.0,0,Louisiana,Guy Gray,1936,0,T,Guy,0.5,0.031914893617021274,M
0.54,1803674.0,0,Louisiana,Albert Sprague Coolidge,1936,0,S,Sprague,0.0,0.0,M
0.41,1803674.0,0,Louisiana,Moses Gulesian,1936,0,T,Moses,0.5,0.031914893617021274,M
0.39,1803674.0,0,Louisiana,Ernest Dodge,1936,0,S,Ernest,0.0,0.0,M
0.27,1803674.0,0,Louisiana,Charles Flaherty,1936,0,T,Charles,0.5,0.031914893617021274,M
0.2,1803674.0,0,Louisiana,Wilbur Moon,1936,0,T,Wilbur,0.5,0.031914893617021274,M
53.29,1709444.0,0,Michigan,Prentiss Brown,1936,0,D,Prentiss,0.2753623188405797,0.7340425531914894,M
41.8,1709444.0,0,Michigan,Wilber Brucker,1936,0,R,Wilber,0.5,0.23404255319148934,M
4.43,1709444.0,0,Michigan,Louis Ward,1936,0,T,Louis,0.5,0.031914893617021274,M
0.29,1709444.0,0,Michigan,Roy Mathews,1936,0,D,Roy,0.2753623188405797,0.7340425531914894,M
0.13,1709444.0,0,Michigan,Lawrence Emery,1936,0,T,Lawrence,0.5,0.031914893617021274,M
0.03,1709444.0,0,Michigan,Ralph Naylor,1936,0,S,Ralph,0.0,0.0,M
0.03,1709444.0,0,Michigan,Albert Sheldon,1936,0,T,Albert,0.5,0.031914893617021274,M
0.01,1709444.0,0,Michigan,Edward Lee,1936,0,T,Edward,0.5,0.031914893617021274,M
62.24,1065767.0,0,Michigan,Ernest Lundeen,1936,0,T,Ernest,0.5,0.031914893617021274,M
37.76,1065767.0,0,Michigan,Theodore Christianson,1936,0,R,Theodore,0.5,0.23404255319148934,M
42.89,740172.0,0,Michigan,Guy Howard,1936,0,R,Guy,0.5,0.23404255319148934,M
28.42,740172.0,0,Michigan,Holmberg,1936,0,I,Holmberg,0.0,0.0,M
19.98,740172.0,0,Michigan,Andrew Olaf Devold,1936,0,I,Olaf,0.0,0.0,M
8.71,740172.0,0,Michigan,John Alexander,1936,0,I,John,0.0,0.0,M
54.98,221462.0,1,Michigan,James Murray,1936,1,D,James,0.2753623188405797,0.7340425531914894,M
27.11,221462.0,0,Michigan,Thomas Larson,1936,0,R,Thomas,0.5,0.23404255319148934,M
43.82,590367.0,1,Nebraska,George Norris,1936,4,R,George,0.5,0.23404255319148934,M
37.82,590367.0,0,Nebraska,Robert Simmons,1936,0,R,Robert,0.5,0.23404255319148934,M
18.36,590367.0,0,Nebraska,Terry Carpenter,1936,0,D,Terry,0.2753623188405797,0.7340425531914894,M
51.86,208107.0,0,New_Hampshire,Styles Bridges,1936,0,R,Styles,0.5,0.23404255319148934,M
47.67,208107.0,0,New_Hampshire,William Nathaniel Rogers,1936,0,D,Nathaniel,0.2753623188405797,0.7340425531914894,M
0.48,208107.0,0,New_Hampshire,Stearns Morse,1936,0,T,Stearns,0.5,0.031914893617021274,M
54.9,1669291.0,0,New_Jersey,William Smathers,1936,0,D,William,0.2753623188405797,0.7340425531914894,M
44.34,1669291.0,1,New_Jersey,William Warren Barbour,1936,2,R,Warren,0.5,0.23404255319148934,M
0.4,1669291.0,0,New_Jersey,Fred Turner,1936,0,T,Fred,0.5,0.031914893617021274,M
0.2,1669291.0,0,New_Jersey,Herman Niessner,1936,0,S,Herman,0.0,0.0,M
0.08,1669291.0,0,New_Jersey,Herbert Coley,1936,0,T,Herbert,0.5,0.031914893617021274,M
0.06,1669291.0,0,New_Jersey,Malcolm Thomas,1936,0,T,Malcolm,0.5,0.031914893617021274,M
0.03,1669291.0,0,New_Jersey,George Bopp,1936,0,S,George,0.0,0.0,M
55.74,169438.0,1,New_Mexico,Dennis Chávez,1936,1,D,Dennis,0.2753623188405797,0.7340425531914894,M
44.22,169438.0,0,New_Mexico,"Otero,",1936,0,R,"Otero,",0.5,0.23404255319148934,
0.04,169438.0,0,New_Mexico,Santiago El Mayor Matta,1936,0,T,Mayor,0.5,0.031914893617021274,M
61.7,169682.0,1,New_Mexico,Carl Hatch,1936,2,D,Carl,0.2753623188405797,0.7340425531914894,M
38.25,169682.0,0,New_Mexico,Ernest Everly,1936,0,R,Ernest,0.5,0.23404255319148934,M
0.04,169682.0,0,New_Mexico,Throp,1936,0,T,Throp,0.5,0.031914893617021274,M
70.76,796977.0,1,North_Carolina,Josiah Bailey,1936,1,D,Josiah,0.2753623188405797,0.7340425531914894,M
29.24,796977.0,0,North_Carolina,Frank Patton,1936,0,R,Frank,0.5,0.23404255319148934,M
67.97,725921.0,1,Oklahoma,Joshua Lee,1936,0,D,Joshua,0.2753623188405797,0.7340425531914894,M
31.55,725921.0,0,Oklahoma,Herbert Hyde,1936,0,R,Herbert,0.5,0.23404255319148934,M
0.26,725921.0,0,Oklahoma,Edgar Clemons,1936,0,S,Edgar,0.0,0.0,M
0.13,725921.0,0,Oklahoma,Nelson,1936,0,T,Nelson,0.5,0.031914893617021274,M
0.05,725921.0,0,Oklahoma,Frank Kimes,1936,0,I,Frank,0.0,0.0,M
0.04,725921.0,0,Oklahoma,Funk,1936,0,I,Funk,0.0,0.0,M
49.69,401131.0,1,Oregon,Charles McNary,1936,5,R,Charles,0.5,0.23404255319148934,M
48.32,401131.0,0,Oregon,Willis Mahoney,1936,0,D,Willis,0.2753623188405797,0.7340425531914894,M
0.78,401131.0,0,Oregon,Albert Streiff,1936,0,I,Albert,0.0,0.0,M
0.72,401131.0,0,Oregon,Eric Hass,1936,0,S,Eric,0.0,0.0,M
0.49,401131.0,0,Oregon,Clarence Rudder,1936,0,I,Clarence,0.0,0.0,M
0.0,401131.0,0,Oregon,Scattering,1936,0,T,Scattering,0.5,0.031914893617021274,M
48.62,306761.0,0,Rhode_Island,Theodore Green,1936,0,D,Theodore,0.2753623188405797,0.7340425531914894,M
44.37,306761.0,1,Rhode_Island,Jesse Metcalf,1936,2,R,Jesse,0.5,0.23404255319148934,M
7.01,306761.0,0,Rhode_Island,Ludger LaPointe,1936,0,I,Ludger,0.0,0.0,M
98.6,115360.0,1,South_Carolina,James Byrnes,1936,1,D,James,0.2753623188405797,0.7340425531914894,M
0.0,115360.0,0,South_Carolina,Write-Ins,1936,0,T,Write-Ins,0.5,0.031914893617021274,
48.83,289786.0,1,South_Dakota,William Bulow,1936,1,D,William,0.2753623188405797,0.7340425531914894,M
46.75,289786.0,0,South_Dakota,John Chandler Gurney,1936,0,R,Chandler,0.5,0.23404255319148934,M
4.42,289786.0,0,South_Dakota,Arthur Bennett,1936,0,I,Arthur,0.0,0.0,M
75.88,360184.0,1,Tennessee,Nathan Bachman,1936,2,D,Nathan,0.2753623188405797,0.7340425531914894,M
19.37,360184.0,0,Tennessee,Dwayne Maddox,1936,0,R,Dwayne,0.5,0.23404255319148934,M
4.06,360184.0,0,Tennessee,"John Randolph Neal,",1936,0,I,Randolph,0.0,0.0,M
0.7,360184.0,0,Tennessee,Howard Kester,1936,0,I,Howard,0.0,0.0,M
92.56,837260.0,1,Texas,Morris Sheppard,1936,4,D,Morris,0.2753623188405797,0.7340425531914894,M
7.11,837260.0,0,Texas,Carlos Watson,1936,0,R,Carlos,0.5,0.23404255319148934,M
0.22,837260.0,0,Texas,Gertrude Wilson,1936,0,I,Gertrude,0.0,0.0,F
0.11,837260.0,0,Texas,Starr,1936,0,I,Starr,0.0,0.0,F
91.66,266766.0,1,Texas,Carter Glass,1936,4,D,Carter,0.2753623188405797,0.7340425531914894,M
4.71,266766.0,0,Texas,George Rohken,1936,0,R,George,0.5,0.23404255319148934,M
3.34,266766.0,0,Texas,Donald Burke,1936,0,T,Donald,0.5,0.031914893617021274,M
0.18,266766.0,0,Texas,Elbert Lee Trinkle,1936,0,T,Lee,0.5,0.031914893617021274,M
58.95,829023.0,1,West_Virginia,Matthew Neely,1936,2,D,Matthew,0.2753623188405797,0.7340425531914894,M
40.81,829023.0,0,West_Virginia,Hugh Ike Shott,1936,0,R,Ike,0.5,0.23404255319148934,M
0.12,829023.0,0,West_Virginia,John Wesley MacDonald,1936,0,T,Wesley,0.5,0.031914893617021274,M
0.11,829023.0,0,West_Virginia,Snider,1936,0,S,Snider,0.0,0.0,M
53.83,100172.0,0,Wyoming,Henry Schwartz,1936,0,D,Henry,0.2753623188405797,0.7340425531914894,M
45.4,100172.0,1,Wyoming,Robert Carey,1936,1,R,Robert,0.5,0.23404255319148934,M
0.68,100172.0,0,Wyoming,George Geier,1936,0,T,George,0.5,0.031914893617021274,M
0.09,100172.0,0,Wyoming,Merton Willer,1936,0,T,Merton,0.5,0.031914893617021274,M
86.38,131299.0,1,Alabama,Lister Hill,1938,2,D,Lister,0.4155844155844156,0.8105263157894737,M
13.62,131299.0,0,Alabama,Pennington,1938,0,R,Pennington,0.2,0.15789473684210525,M
0.0,131299.0,0,Alabama,Scattering,1938,0,T,Scattering,0.0,0.03157894736842105,M
76.52,108092.0,1,Alabama,Carl Hayden,1938,2,D,Carl,0.4155844155844156,0.8105263157894737,M
23.48,108092.0,0,Alabama,Burt Clingan,1938,0,R,Burt,0.2,0.15789473684210525,M
89.58,137173.0,1,Arkansas,Hattie Wyatt Caraway,1938,3,D,Wyatt,0.4155844155844156,0.8105263157894737,M
10.42,137173.0,0,Arkansas,Atkinson,1938,0,R,Atkinson,0.2,0.15789473684210525,M
54.41,2522142.0,0,California,Sheridan Downey,1938,0,D,Sheridan,0.4155844155844156,0.8105263157894737,M
44.65,2522142.0,0,California,Philip Bancroft,1938,0,R,Philip,0.2,0.15789473684210525,M
0.89,2522142.0,0,California,Lillian Symes Clements,1938,0,S,Symes,0.0,0.0,M
0.04,2522142.0,0,California,Scattering,1938,0,T,Scattering,0.0,0.03157894736842105,M
58.24,451209.0,1,Colorado,Alva Adams,1938,2,D,Alva,0.4155844155844156,0.8105263157894737,F
40.18,451209.0,0,Colorado,Archibald Lee,1938,0,R,Archibald,0.2,0.15789473684210525,M
0.8,451209.0,0,Colorado,Carle Whitehead,1938,0,S,Carle,0.0,0.0,M
0.78,451209.0,0,Colorado,James Allander,1938,0,T,James,0.0,0.03157894736842105,M
42.89,630433.0,0,Connecticut,John Danaher,1938,0,R,John,0.2,0.15789473684210525,M
40.04,630433.0,1,Connecticut,Augustine Lonergan,1938,1,D,Augustine,0.4155844155844156,0.8105263157894737,M
15.75,630433.0,0,Connecticut,Bellani Trombley,1938,0,S,Bellani,0.0,0.0,M
1.1,630433.0,0,Connecticut,Joseph Mackey,1938,0,S,Joseph,0.0,0.0,M
0.12,630433.0,0,Connecticut,Philip Brainard,1938,0,T,Philip,0.0,0.03157894736842105,M
0.1,630433.0,0,Connecticut,Michael Russo,1938,0,T,Michael,0.0,0.03157894736842105,M
82.45,176792.0,1,Florida,Claude Pepper,1938,1,D,Claude,0.4155844155844156,0.8105263157894737,M
17.55,176792.0,0,Florida,Thomas Swanson,1938,0,R,Thomas,0.2,0.15789473684210525,M
95.09,70443.0,1,Georgia,Walter George,1938,3,D,Walter,0.4155844155844156,0.8105263157894737,M
4.89,70443.0,0,Georgia,Charles Jiles,1938,0,I,Charles,0.0,0.0,M
0.02,70443.0,0,Georgia,Eugene Talmadge,1938,0,I,Eugene,0.0,0.0,M
54.66,182585.0,0,Idaho,David Worth Clark,1938,0,D,Worth,0.4155844155844156,0.8105263157894737,M
44.88,182585.0,0,Idaho,Donald Callahan,1938,0,R,Donald,0.2,0.15789473684210525,M
0.46,182585.0,0,Idaho,Verhei,1938,0,T,Verhei,0.0,0.03157894736842105,F
51.32,3192012.0,0,Illinois,Scott Lucas,1938,0,D,Scott,0.4155844155844156,0.8105263157894737,M
48.33,3192012.0,0,Illinois,Richard Lyons,1938,0,R,Richard,0.2,0.15789473684210525,M
0.34,3192012.0,0,Illinois,Enoch Holtwick,1938,0,T,Enoch,0.0,0.03157894736842105,M
0.02,3192012.0,0,Illinois,Scattering,1938,0,T,Scattering,0.0,0.03157894736842105,M
49.85,1581490.0,1,Indiana,Frederick Van Nuys,1938,1,D,Van,0.4155844155844156,0.8105263157894737,M
49.52,1581490.0,0,Indiana,Raymond Willis,1938,0,R,Raymond,0.2,0.15789473684210525,M
0.44,1581490.0,0,Indiana,Herman Seeger,1938,0,T,Herman,0.0,0.03157894736842105,M
0.13,1581490.0,0,Indiana,Louis Roebuck,1938,0,S,Louis,0.0,0.0,M
0.06,1581490.0,0,Indiana,Miles Blansett,1938,0,T,Miles,0.0,0.03157894736842105,M
49.74,831839.0,1,Iowa,Guy Gillette,1938,1,D,Guy,0.4155844155844156,0.8105263157894737,M
49.41,831839.0,0,Iowa,Lester Dickinson,1938,0,R,Lester,0.2,0.15789473684210525,M
0.57,831839.0,0,Iowa,George Buresch,1938,0,T,George,0.0,0.03157894736842105,M
0.18,831839.0,0,Iowa,Raymond Hanke,1938,0,T,Raymond,0.0,0.03157894736842105,M
0.1,831839.0,0,Iowa,Bauseman,1938,0,T,Bauseman,0.0,0.03157894736842105,
56.21,746405.0,0,Kansas,Clyde Reed,1938,0,R,Clyde,0.2,0.15789473684210525,M
43.78,746405.0,1,Kansas,George McGill,1938,2,D,George,0.4155844155844156,0.8105263157894737,M
0.01,746405.0,0,Kansas,Joe Corpstein,1938,0,T,Joe,0.0,0.03157894736842105,M
62.03,559021.0,1,Kentucky,Alben Barkley,1938,2,D,Alben,0.4155844155844156,0.8105263157894737,M
37.97,559021.0,0,Kentucky,John Haswell,1938,0,R,John,0.2,0.15789473684210525,M
0.0,559021.0,0,Kentucky,Happy Chandler,1938,0,D,Happy,0.4155844155844156,0.8105263157894737,F
99.84,151832.0,1,Louisiana,John Overton,1938,1,D,John,0.4155844155844156,0.8105263157894737,M
0.16,151832.0,0,Louisiana,Maurice Clark,1938,0,I,Maurice,0.0,0.0,M
68.28,523238.0,1,Maryland,Millard Tydings,1938,2,D,Millard,0.4155844155844156,0.8105263157894737,M
29.29,523238.0,0,Maryland,Oscar Lesser,1938,0,R,Oscar,0.2,0.15789473684210525,M
1.11,523238.0,0,Maryland,George Hunt,1938,0,T,George,0.0,0.03157894736842105,M
0.63,523238.0,0,Maryland,Elisabeth Gilman,1938,0,S,Elisabeth,0.0,0.0,F
0.45,523238.0,0,Maryland,Frank Lang,1938,0,T,Frank,0.0,0.03157894736842105,M
0.25,523238.0,0,Maryland,Harry Straw,1938,0,T,Harry,0.0,0.03157894736842105,M
60.69,1248278.0,1,Missouri,Bennett Champ Clark,1938,1,D,Champ,0.4155844155844156,0.8105263157894737,M
39.15,1248278.0,0,Missouri,Harry Caulfield,1938,0,R,Harry,0.2,0.15789473684210525,M
0.14,1248278.0,0,Missouri,Hodges,1938,0,S,Hodges,0.0,0.0,M
0.02,1248278.0,0,Missouri,Karl Oberhue,1938,0,S,Karl,0.0,0.0,M
58.96,46484.0,1,Nevada,Pat McCarran,1938,1,D,Pat,0.4155844155844156,0.8105263157894737,M
41.04,46484.0,0,Nevada,Tasker Oddie,1938,0,R,Tasker,0.2,0.15789473684210525,M
54.23,185553.0,0,New_Hampshire,Charles Tobey,1938,0,R,Charles,0.2,0.15789473684210525,M
45.77,185553.0,1,New_Hampshire,Fred Brown,1938,1,D,Fred,0.4155844155844156,0.8105263157894737,M
52.98,1541607.0,0,New_Jersey,William Warren Barbour,1938,0,R,Warren,0.2,0.15789473684210525,M
45.68,1541607.0,0,New_Jersey,William Ely,1938,0,D,William,0.4155844155844156,0.8105263157894737,M
0.53,1541607.0,0,New_Jersey,Louis Kelley,1938,0,T,Louis,0.0,0.03157894736842105,M
0.24,1541607.0,0,New_Jersey,John Palangio,1938,0,S,John,0.0,0.0,M
0.23,1541607.0,0,New_Jersey,Fred Turner,1938,0,T,Fred,0.0,0.03157894736842105,M
0.23,1541607.0,0,New_Jersey,William Norman,1938,0,T,William,0.0,0.03157894736842105,M
0.12,1541607.0,0,New_Jersey,John Butterworth,1938,0,S,John,0.0,0.0,M
63.8,496335.0,1,North_Carolina,Robert Rice Reynolds,1938,0,D,Rice,0.4155844155844156,0.8105263157894737,M
36.2,496335.0,0,North_Carolina,Charles Jonas,1938,0,R,Charles,0.2,0.15789473684210525,M
50.12,263158.0,1,North_Dakota,Gerald Nye,1938,2,R,Gerald,0.2,0.15789473684210525,M
42.56,263158.0,0,North_Dakota,William Langer,1938,0,I,William,0.0,0.0,M
7.31,263158.0,0,North_Dakota,Nygard,1938,0,D,Nygard,0.4155844155844156,0.8105263157894737,M
53.62,2341206.0,0,Ohio,Robert Taft,1938,0,R,Robert,0.2,0.15789473684210525,M
46.38,2341206.0,1,Ohio,Robert Bulkley,1938,2,D,Robert,0.4155844155844156,0.8105263157894737,M
65.37,471066.0,1,Oklahoma,Elmer Thomas,1938,2,D,Elmer,0.4155844155844156,0.8105263157894737,M
33.91,471066.0,0,Oklahoma,Harry Glasser,1938,0,R,Harry,0.2,0.15789473684210525,M
0.47,471066.0,0,Oklahoma,Nelson,1938,0,T,Nelson,0.0,0.03157894736842105,M
0.13,471066.0,0,Oklahoma,Raymond Clark,1938,0,I,Raymond,0.0,0.0,M
0.12,471066.0,0,Oklahoma,Herndon Thompson,1938,0,I,Herndon,0.0,0.0,M
54.2,333591.0,0,Oklahoma,Alexander Barry,1938,0,R,Alexander,0.2,0.15789473684210525,M
45.8,333591.0,0,Oklahoma,Robert Miller,1938,0,D,Robert,0.4155844155844156,0.8105263157894737,M
0.0,333591.0,0,Oklahoma,Scattering,1938,0,T,Scattering,0.0,0.03157894736842105,M
54.86,370261.0,0,Oregon,Rufus Holman,1938,0,R,Rufus,0.2,0.15789473684210525,M
45.14,370261.0,0,Oregon,Willis Mahoney,1938,0,D,Willis,0.4155844155844156,0.8105263157894737,M
0.0,370261.0,0,Oregon,Scattering,1938,0,T,Scattering,0.0,0.03157894736842105,M
54.7,3814922.0,1,Oregon,James Davis,1938,2,R,James,0.2,0.15789473684210525,M
44.41,3814922.0,0,Oregon,George Earle,1938,0,D,George,0.4155844155844156,0.8105263157894737,M
0.53,3814922.0,0,Oregon,David Felix,1938,0,S,David,0.0,0.0,M
0.24,3814922.0,0,Oregon,Forest Van Valin,1938,0,T,Van,0.0,0.03157894736842105,M
0.07,3814922.0,0,Oregon,Reginald Naugle,1938,0,T,Reginald,0.0,0.03157894736842105,M
0.04,3814922.0,0,Oregon,Pat Toohey,1938,0,T,Pat,0.0,0.03157894736842105,M
0.0,3814922.0,0,Oregon,Scattering,1938,0,T,Scattering,0.0,0.03157894736842105,M
98.89,45861.0,1,South_Carolina,Ellison Smith,1938,5,D,Ellison,0.4155844155844156,0.8105263157894737,M
1.11,45861.0,0,South_Carolina,Meyer,1938,0,R,Meyer,0.2,0.15789473684210525,M
0.0,45861.0,0,South_Carolina,Scattering,1938,0,T,Scattering,0.0,0.03157894736842105,M
58.06,267469.0,0,South_Carolina,Gladys Pyle,1938,0,R,Gladys,0.2,0.15789473684210525,F
41.94,267469.0,0,South_Carolina,John McCullen,1938,0,D,John,0.4155844155844156,0.8105263157894737,M
52.46,279877.0,0,South_Carolina,John Chandler Gurney,1938,0,R,Chandler,0.2,0.15789473684210525,M
47.54,279877.0,0,South_Carolina,Tom Berry,1938,0,D,Tom,0.4155844155844156,0.8105263157894737,M
70.5,275232.0,0,Tennessee,Tom Stewart,1938,0,D,Tom,0.4155844155844156,0.8105263157894737,M
26.2,275232.0,0,Tennessee,Harley Fowler,1938,0,R,Harley,0.2,0.15789473684210525,M
3.31,275232.0,0,Tennessee,"John Randolph Neal,",1938,0,I,Randolph,0.0,0.0,M
55.8,183424.0,1,Utah,Elbert Thomas,1938,1,D,Elbert,0.4155844155844156,0.8105263157894737,M
44.2,183424.0,0,Utah,Franklin Harris,1938,0,R,Franklin,0.2,0.15789473684210525,M
65.58,112824.0,1,Vermont,Ernest Willard Gibson,1938,2,R,Willard,0.2,0.15789473684210525,M
34.28,112824.0,0,Vermont,John McGrath,1938,0,D,John,0.4155844155844156,0.8105263157894737,M
0.14,112824.0,0,Vermont,Scattering,1938,0,T,Scattering,0.0,0.03157894736842105,M
62.62,593292.0,1,Washington,Homer Bone,1938,1,D,Homer,0.4155844155844156,0.8105263157894737,M
37.12,593292.0,0,Washington,Ewing Colvin,1938,0,R,Ewing,0.2,0.15789473684210525,M
0.26,593292.0,0,Washington,Eugene Solie,1938,0,S,Eugene,0.0,0.0,M
45.92,907534.0,0,Wisconsin,Alexander Wiley,1938,0,R,Alexander,0.2,0.15789473684210525,M
27.46,907534.0,0,Wisconsin,Herman Ekern,1938,0,T,Herman,0.0,0.03157894736842105,M
25.56,907534.0,1,Wisconsin,Ryan Duffy,1938,1,D,Ryan,0.4155844155844156,0.8105263157894737,M
0.8,907534.0,0,Wisconsin,John Chapple,1938,0,T,John,0.0,0.03157894736842105,M
0.14,907534.0,0,Wisconsin,Fred Basset Blair,1938,0,T,Basset,0.0,0.03157894736842105,M
0.11,907534.0,0,Wisconsin,Joseph Erhardt,1938,0,T,Joseph,0.0,0.03157894736842105,M
0.0,907534.0,0,Wisconsin,Scattering,1938,0,T,Scattering,0.0,0.03157894736842105,M
71.61,141731.0,0,Arizona,Ernest McFarland,1940,0,D,Ernest,0.3333333333333333,0.7263157894736842,M
27.98,141731.0,0,Arizona,Irving Jennings,1940,0,R,Irving,0.2916666666666667,0.25263157894736843,M
0.41,141731.0,0,Arizona,Walter Gehres,1940,0,T,Walter,2.0,0.021052631578947368,M
82.5,2713865.0,1,California,Hiram Johnson,1940,2,R,Hiram,0.2916666666666667,0.25263157894736843,M
13.49,2713865.0,0,California,Fred Dyster,1940,0,T,Fred,2.0,0.021052631578947368,M
3.59,2713865.0,0,California,Anita Whitney,1940,0,T,Anita,2.0,0.021052631578947368,F
0.27,2713865.0,0,California,John Anson Ford,1940,0,T,Anson,2.0,0.021052631578947368,M
0.15,2713865.0,0,California,Scattering,1940,0,T,Scattering,2.0,0.021052631578947368,M
53.15,784067.0,1,Connecticut,Francis Maloney,1940,1,D,Francis,0.3333333333333333,0.7263157894736842,M
45.7,784067.0,0,Connecticut,Paul Cornell,1940,0,R,Paul,0.2916666666666667,0.25263157894736843,M
0.84,784067.0,0,Connecticut,Kenneth Thurlow,1940,0,S,Kenneth,0.0,0.0,M
0.17,784067.0,0,Connecticut,James Hutchin,1940,0,S,James,0.0,0.0,M
0.14,784067.0,0,Connecticut,Isadore Wofsy,1940,0,T,Isadore,2.0,0.021052631578947368,M
50.63,134879.0,0,Delaware,James Tunnell,1940,0,D,James,0.3333333333333333,0.7263157894736842,M
